결산구분  ,기준일,펀드      ,펀드명    ,매매처명  ,당일보수  ,미지급보수
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,53,12574773
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,412,11177105
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,90,10593512
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,37,2167626
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,90,49603641
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131203
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,147,24268037
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,147,-498232
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240316,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,68,-22099945
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,46,8891874
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,53,12574826
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,412,11177517
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,90,10593602
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,37,2167663
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,90,49603731
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131194
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,147,24268184
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,147,-498085
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240317,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,66,-22099879
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,45,8891919
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,51,12574877
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,397,11177914
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,87,10593689
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,36,2167699
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,87,49603818
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131185
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,141,24268325
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,141,-497944
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240318,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,67,-22099812
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,46,8891965
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,52,12574929
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,408,11178322
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,89,10593778
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,37,2167736
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,89,49603907
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131176
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,145,24268470
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,145,-497799
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240319,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22099742
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,47,8892012
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12574983
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,423,11178745
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,92,10593870
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2167774
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,92,49603999
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131167
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,149,24268619
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,149,-497650
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240320,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,77,-22099665
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,52,8892064
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,59,12575042
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,469,11179214
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,101,10593971
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,42,2167816
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,101,49604100
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,10,-131157
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,165,24268784
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,165,-497485
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240321,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,73,-22099592
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,50,8892114
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,56,12575098
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,444,11179658
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,96,10594067
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,40,2167856
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,96,49604196
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,10,-131147
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,156,24268940
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,156,-497329
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240322,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,73,-22099519
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,50,8892164
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,56,12575154
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,444,11180102
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,96,10594163
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,40,2167896
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,96,49604292
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,10,-131137
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,156,24269096
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,156,-497173
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240323,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,73,-22099446
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,50,8892214
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,56,12575210
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,444,11180546
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,96,10594259
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,40,2167936
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,96,49604388
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,10,-131127
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,156,24269252
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,156,-497017
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240324,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,69,-22099377
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,47,8892261
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,53,12575263
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,423,11180969
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,91,10594350
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,37,2167973
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,91,49604479
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131118
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,148,24269400
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,148,-496869
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240325,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22099307
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8892309
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12575317
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,431,11181400
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,93,10594443
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2168011
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,93,49604572
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131109
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,151,24269551
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,151,-496718
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240326,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22099237
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8892357
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12575371
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,431,11181831
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,93,10594536
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2168049
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,93,49604665
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131100
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,151,24269702
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,151,-496567
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240327,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22099167
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8892405
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12575425
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,434,11182265
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,92,10594628
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2168087
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,92,49604757
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131091
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,150,24269852
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,150,-496417
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240328,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22099097
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8892453
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12575479
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사07,438,11182703
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사08,93,10594721
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사09,0,-771085
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사10,0,-17321903
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사11,38,2168125
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사12,93,49604850
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사13,9,-131082
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사14,151,24270003
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사15,151,-496266
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사16,0,-243
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사17,0,-54611
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사18,0,-69
전기,20240329,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사19,0,-17686632
전기,20240330,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사01,0,-339075
전기,20240330,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사02,70,-22099027
전기,20240330,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사03,0,-2335296
전기,20240330,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사04,0,-57943575
전기,20240330,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사05,48,8892501
전기,20240330,FUND001,한빛코스피레버리지증권상장지수투자신탁(주식-파생형),판매사06,54,12575533
